decade,performer,chart_weeks,share_of_decade_weeks
2000s,Plain White T's,62,0.001188
2000s,Beyonce Featuring Jay Z,62,0.001188
2000s,Jesse McCartney,61,0.001169
2000s,Jamie O'Neal,61,0.001169
2000s,Pretty Ricky,61,0.001169
2000s,Terri Clark,61,0.001169
2000s,Celine Dion,61,0.001169
2000s,Ying Yang Twins,60,0.001149
2000s,Josh Gracin,60,0.001149
2000s,Toni Braxton,60,0.001149
2000s,Diamond Rio,60,0.001149
2000s,KT Tunstall,60,0.001149
2000s,Brandy,60,0.001149
2000s,SHeDAISY,59,0.00113
2000s,Tracy Byrd,59,0.00113
2000s,Miranda Lambert,58,0.001111
2000s,Jennifer Lopez Featuring Ja Rule,58,0.001111
2000s,B2K,57,0.001092
2000s,Frankie J,57,0.001092
2000s,Pitbull Featuring Lil Jon,57,0.001092
2000s,Unk,57,0.001092
2000s,Luther Vandross,57,0.001092
2000s,Gorillaz,56,0.001073
2000s,Fuel,56,0.001073
2000s,Tracy Lawrence,56,0.001073
2000s,Mims,56,0.001073
2000s,Limp Bizkit,56,0.001073
2000s,The Game Featuring 50 Cent,55,0.001054
2000s,Lionel Richie,55,0.001054
2000s,Daddy Yankee,55,0.001054
2000s,Jimmy Wayne,55,0.001054
2000s,Angie Stone,55,0.001054
2000s,Juvenile,55,0.001054
2000s,Faith Evans,55,0.001054
2000s,Sisqo,54,0.001034
2000s,Evanescence,54,0.001034
2000s,Amerie,54,0.001034
2000s,The Offspring,53,0.001015
2000s,Reba McEntire,53,0.001015
2000s,Busta Rhymes,53,0.001015
2000s,Big & Rich,53,0.001015
2000s,Donell Jones,53,0.001015
2000s,Michael Buble,53,0.001015
2000s,Switchfoot,53,0.001015
2000s,Ryan Cabrera,52,0.000996
2000s,Jewel,52,0.000996
2000s,Chevelle,52,0.000996
2000s,Soulja Boy Tell'em,52,0.000996
2000s,Eve,52,0.000996
2000s,Chingy,51,0.000977
2000s,Carl Thomas,51,0.000977
2000s,JoJo,51,0.000977
2000s,Keith Anderson,50,0.000958
2000s,Christina Milian,50,0.000958
2000s,Bowling For Soup,50,0.000958
2000s,Ludacris Featuring Shawnna,50,0.000958
2000s,Reba,50,0.000958
2000s,Omarion,49,0.000939
2000s,Jimmy Eat World,49,0.000939
2000s,Lady Gaga Featuring Colby O'Donis,49,0.000939
2000s,Hilary Duff,49,0.000939
2000s,Hannah Montana,49,0.000939
2000s,Heather Headley,48,0.00092
2000s,Sugar Ray,48,0.00092
2000s,Blink-182,48,0.00092
2000s,Blue October,48,0.00092
2000s,BBMak,48,0.00092
2000s,Dream,48,0.00092
2000s,Snoop Dogg,47,0.0009
2000s,Kylie Minogue,47,0.0009
2000s,John Michael Montgomery,47,0.0009
2000s,Terror Squad,47,0.0009
2000s,Snow Patrol,47,0.0009
2000s,Brian McKnight,47,0.0009
2000s,Jennifer Hudson,47,0.0009
2000s,Timbaland Featuring OneRepublic,47,0.0009
2000s,J. Holiday,47,0.0009
2000s,Ja Rule Featuring Ashanti,47,0.0009
2000s,India.Arie,46,0.000881
2000s,James Blunt,46,0.000881
2000s,Toya,46,0.000881
2000s,Stone Sour,46,0.000881
2000s,Ruff Endz,46,0.000881
2000s,D12,45,0.000862
2000s,Danity Kane,45,0.000862
2000s,Michael Jackson,45,0.000862
2000s,Buckcherry,45,0.000862
2000s,The Calling,45,0.000862
2000s,Usher Featuring Lil Jon & Ludacris,45,0.000862
2000s,Lil Jon & The East Side Boyz Featuring Ying Yang Twins,45,0.000862
2000s,The Red Jumpsuit Apparatus,44,0.000843
2000s,Tamia,44,0.000843
2000s,Clay Aiken,44,0.000843
2000s,The White Stripes,44,0.000843
2000s,LL Cool J,44,0.000843
2000s,98 Degrees,43,0.000824
2000s,Savage Garden,43,0.000824
2000s,Jazmine Sullivan,43,0.000824
2000s,OneRepublic,42,0.000805
2000s,Kellie Pickler,42,0.000805
2000s,Metallica,42,0.000805
2000s,Lil' Mo Featuring Fabolous,42,0.000805
2000s,Robin Thicke,42,0.000805
2000s,Daniel Bedingfield,41,0.000785
2000s,Sara Bareilles,41,0.000785
2000s,Anthony Hamilton,41,0.000785
2000s,Clipse,41,0.000785
2000s,Ciara,41,0.000785
2000s,Aly & AJ,41,0.000785
2000s,P.O.D.,41,0.000785
2000s,Tank,40,0.000766
2000s,Missy Elliott,40,0.000766
2000s,Mark Wills,40,0.000766
2000s,Jeremih,40,0.000766
2000s,Jason Michael Carroll,40,0.000766
2000s,Mystikal,40,0.000766
2000s,Lyfe Jennings,40,0.000766
2000s,Barenaked Ladies,40,0.000766
2000s,Gorilla Zoe,40,0.000766
2000s,Flo Rida Featuring T-Pain,40,0.000766
2000s,Steve Holy,40,0.000766
2000s,Velvet Revolver,40,0.000766
2000s,Aaron Tippin,40,0.000766
2000s,The Pussycat Dolls Featuring Busta Rhymes,40,0.000766
2000s,Gwen Stefani Featuring Akon,40,0.000766
2000s,Kid Rock,40,0.000766
2000s,Buddy Jewell,40,0.000766
2000s,Crime Mob Featuring Lil Scrappy,40,0.000766
2000s,Fabolous,40,0.000766
2000s,Ricky Martin,40,0.000766
2000s,The Isley Brothers Featuring Ronald Isley,39,0.000747
2000s,Jill Scott,39,0.000747
2000s,Ciara Featuring Missy Elliott,39,0.000747
2000s,OutKast Featuring Sleepy Brown,39,0.000747
2000s,Tweet,39,0.000747
2000s,Disturbed,39,0.000747
2000s,Kanye West Featuring Jamie Foxx,39,0.000747
2000s,John Legend,39,0.000747
2000s,Korn,39,0.000747
2000s,Samantha Mumba,39,0.000747
2000s,Timbaland Featuring Keri Hilson,38,0.000728
2000s,Theory Of A Deadman,38,0.000728
2000s,Ciara Featuring Petey Pablo,38,0.000728
2000s,LFO,38,0.000728
2000s,Lloyd Featuring Lil Wayne,38,0.000728
2000s,Little Big Town,38,0.000728
2000s,Birdman Featuring Lil Wayne,37,0.000709
2000s,Santana Featuring Michelle Branch,37,0.000709
2000s,Luke Bryan,37,0.000709
2000s,Justin Bieber,37,0.000709
2000s,Smash Mouth,37,0.000709
2000s,O-Town,37,0.000709
2000s,Carolyn Dawn Johnson,37,0.000709
2000s,3OH!3,37,0.000709
2000s,The Ting Tings,37,0.000709
2000s,Jake Owen,37,0.000709
2000s,Bucky Covington,36,0.00069
2000s,Nivea Featuring Brian & Brandon Casey,36,0.00069
2000s,Amanda Perez,36,0.00069
2000s,Bobby Valentino,36,0.00069
2000s,Metro Station,36,0.00069
2000s,Santana Featuring Rob Thomas,36,0.00069
2000s,Jordin Sparks Duet With Chris Brown,35,0.00067
2000s,Juelz Santana,35,0.00067
2000s,Kevin Rudolf Featuring Lil Wayne,35,0.00067
2000s,T-Pain Featuring Yung Joc,35,0.00067
2000s,Glee Cast,35,0.00067
2000s,Uncle Kracker Featuring Dobie Gray,35,0.00067
2000s,Santana Featuring Alex Band Or Chad Kroeger,35,0.00067
2000s,Default,35,0.00067
2000s,Trisha Yearwood,35,0.00067
2000s,Anna Nalick,34,0.000651
2000s,D4L,34,0.000651
2000s,Third Eye Blind,34,0.000651
2000s,Trick Pony,34,0.000651
2000s,2Pac,34,0.000651
2000s,Young Buck,34,0.000651
2000s,Saving Abel,34,0.000651
2000s,Blu Cantrell,34,0.000651
2000s,Erykah Badu,34,0.000651
2000s,Lasgo,34,0.000651
2000s,Kid Rock Featuring Sheryl Crow Or Allison Moorer,34,0.000651
2000s,Eve Featuring Gwen Stefani,33,0.000632
2000s,Amy Winehouse,33,0.000632
2000s,Jack Ingram,33,0.000632
2000s,Norah Jones,33,0.000632
2000s,Rihanna Featuring Jay-Z,33,0.000632
2000s,Baby Bash Featuring Frankie J,33,0.000632
2000s,Demi Lovato,33,0.000632
2000s,Counting Crows,32,0.000613
2000s,Daniel Powter,32,0.000613
2000s,YoungBloodZ Featuring Lil Jon,32,0.000613
2000s,Pleasure P,32,0.000613
2000s,"Eminem, Dr. Dre & 50 Cent",32,0.000613
2000s,Billy Gilman,32,0.000613
2000s,Will Smith,32,0.000613
2000s,Howie Day,32,0.000613
2000s,3LW,32,0.000613
2000s,Evanescence Featuring Paul McCoy,32,0.000613
2000s,Moby Featuring Gwen Stefani,32,0.000613
2000s,Nine Days,32,0.000613
2000s,Death Cab For Cutie,31,0.000594
2000s,Shakira Feat. Alejandro Sanz,31,0.000594
2000s,Gavin Rossdale,31,0.000594
2000s,Stacie Orrico,31,0.000594
2000s,Shakira Featuring Wyclef Jean,31,0.000594
2000s,Wayne Wonder,31,0.000594
2000s,Rick Ross,31,0.000594
2000s,Secondhand Serenade,31,0.000594
2000s,Ruben Studdard,31,0.000594
2000s,Elliott Yamin,31,0.000594
2000s,Elephant Man,31,0.000594
2000s,Joe Diffie,31,0.000594
2000s,Keri Hilson Featuring Kanye West & Ne-Yo,31,0.000594
2000s,Lil Bow Wow,31,0.000594
2000s,Chamillionaire Featuring Krayzie Bone,31,0.000594
2000s,Mike Jones,31,0.000594
2000s,Enya,31,0.000594
2000s,Nick Lachey,31,0.000594
2000s,Akon Featuring Eminem,30,0.000575
2000s,Mr. Cheeks,30,0.000575
2000s,"Nelly, P. Diddy & Murphy Lee",30,0.000575
2000s,J-Kwon,30,0.000575
2000s,Kelis,30,0.000575
2000s,Dru Hill,30,0.000575
2000s,Snoop Dogg Featuring Pharrell,30,0.000575
2000s,The Pussycat Dolls Featuring Snoop Dogg,30,0.000575
2000s,No Doubt Featuring Lady Saw,30,0.000575
2000s,Nine Inch Nails,30,0.000575
2000s,Mario Winans Featuring Enya & P. Diddy,30,0.000575
2000s,Baby Bash Featuring T-Pain,30,0.000575
2000s,Yellowcard,30,0.000575
2000s,Babyface,30,0.000575
2000s,Los Lonely Boys,30,0.000575
2000s,Gnarls Barkley,30,0.000575
2000s,TLC,30,0.000575
2000s,Estelle Featuring Kanye West,30,0.000575
2000s,T.I. Featuring Justin Timberlake,29,0.000556
2000s,Justin Timberlake Featuring T.I.,29,0.000556
2000s,Nelly Featuring Kelly Rowland,29,0.000556
2000s,Fergie Featuring Ludacris,29,0.000556
2000s,Cassie,29,0.000556
2000s,Akon Featuring Snoop Dogg,29,0.000556
2000s,Beyonce Featuring Sean Paul,29,0.000556
2000s,Debelah Morgan,29,0.000556
2000s,Alanis Morissette,29,0.000556
2000s,Jagged Edge With Nelly,29,0.000556
2000s,Queens Of The Stone Age,29,0.000556
2000s,Nelly Featuring City Spud,29,0.000556
2000s,"Nelly Featuring Paul Wall, Ali & Gipp",28,0.000536
2000s,City High,28,0.000536
2000s,Alicia Keys Featuring Tony! Toni! Tone!,28,0.000536
2000s,Pearl Jam,28,0.000536
2000s,Missy Elliott Featuring Ciara & Fat Man Scoop,28,0.000536
2000s,Fat Joe Featuring Ashanti,28,0.000536
2000s,30 Seconds To Mars,28,0.000536
2000s,Yung Joc,28,0.000536
2000s,Kelly Price,28,0.000536
2000s,Juvenile Featuring Soulja Slim,28,0.000536
2000s,"Wyclef Jean Featuring Akon, Lil Wayne & Niia",28,0.000536
2000s,T.I. Featuring Rihanna,28,0.000536
2000s,Shaggy Featuring Rayvon,28,0.000536
2000s,Beyonce Featuring Slim Thug,28,0.000536
2000s,Lil Jon Featuring E-40 & Sean Paul Of The YoungBloodZ,28,0.000536
2000s,Lily Allen,28,0.000536
2000s,Juanes,28,0.000536
2000s,Seal,28,0.000536
2000s,Lil Wayne Featuring Static Major,28,0.000536
2000s,Ja Rule Featuring Lil' Mo & Vita,27,0.000517
2000s,Akon Featuring Styles P.,27,0.000517
2000s,Jamie Foxx Featuring T-Pain,27,0.000517
2000s,Macy Gray,27,0.000517
2000s,D.H.T.,27,0.000517
2000s,Mat Kearney,27,0.000517
2000s,DJ Sammy & Yanou Featuring Do,27,0.000517
2000s,Jim Jones,27,0.000517
2000s,Marques Houston,27,0.000517
2000s,Erykah Badu Featuring Common,27,0.000517
2000s,Lil Wayne Featuring T-Pain,27,0.000517
2000s,Kardinal Offishall Featuring Akon,27,0.000517
2000s,T-Pain,27,0.000517
2000s,Kid Cudi,27,0.000517
2000s,Big Tymers,27,0.000517
2000s,LMFAO,27,0.000517
2000s,David Archuleta,27,0.000517
2000s,Soulja Boy Tell 'em Featuring Sammie,27,0.000517
2000s,Gwen Stefani Featuring Eve,27,0.000517
2000s,Ying Yang Twins Featuring Lil Jon & The East Side Boyz,26,0.000498
2000s,Usher And Alicia Keys,26,0.000498
2000s,Vanessa Hudgens,26,0.000498
2000s,Joe Featuring Mystikal,26,0.000498
2000s,John Legend Featuring Andre 3000,26,0.000498
2000s,Sting Featuring Cheb Mami,26,0.000498
2000s,Son By Four,26,0.000498
2000s,Baby Boy Da Prince Featuring Lil Boosie,26,0.000498
2000s,Beenie Man Featuring Ms. Thing,26,0.000498
2000s,"Dem Franchize Boyz Featuring Jermaine Dupri, Da Brat & Bow Wow",26,0.000498
2000s,Nina Sky Featuring Jabba,26,0.000498
2000s,Flo Rida,26,0.000498
2000s,Modest Mouse,26,0.000498
2000s,Timbaland Featuring Nelly Furtado & Justin Timberlake,26,0.000498
2000s,Chris Brown Featuring T-Pain,26,0.000498
2000s,Ray J & Yung Berg,26,0.000498
2000s,Angie Martinez Featuring Lil' Mo & Sacario,26,0.000498
2000s,Santana Featuring The Product G&B,26,0.000498
2000s,Fabolous Featuring Tamia Or Ashanti,26,0.000498
2000s,"Trick Daddy Featuring Ludacris, Lil' Kim & Cee-Lo",26,0.000498
2000s,"P. Diddy & Ginuwine Featuring Loon, Mario Winans & Tammy Ruggeri",26,0.000498
2000s,Nelly Furtado Featuring Timbaland,26,0.000498
2000s,Rihanna Featuring Ne-Yo,26,0.000498
2000s,Dem Franchize Boyz Featuring Lil Peanut & Charlay,25,0.000479
2000s,Kevin Lyttle Featuring Spragga Benz,25,0.000479
2000s,Augustana,25,0.000479
2000s,"Shaggy Feat. Ricardo ""RikRok"" Ducent",25,0.000479
2000s,Sean Paul Featuring Sasha,25,0.000479
2000s,E-40 Featuring T-Pain & Kandi Girl,25,0.000479
2000s,Baby Bash Featuring Akon,25,0.000479
2000s,Kelly Rowland,25,0.000479
2000s,Justin Timberlake Duet With Beyonce,25,0.000479
2000s,K-Ci & JoJo,25,0.000479
2000s,Usher Featuring Young Jeezy,25,0.000479
2000s,Webbie Featuring Lil' Phat & Lil' Boosie,25,0.000479
2000s,Colby O'Donis Featuring Akon,25,0.000479
2000s,Ja Rule Featuring Case,25,0.000479
2000s,Young Jeezy,25,0.000479
2000s,AFI,25,0.000479
2000s,Trillville Featuring Cutty,25,0.000479
2000s,Cobra Starship Featuring Leighton Meester,25,0.000479
2000s,Pat Green,25,0.000479
2000s,Common,25,0.000479
2000s,Ludacris Featuring Pharrell,25,0.000479
2000s,Ray J,25,0.000479
2000s,Kandi,24,0.00046
2000s,Sonique,24,0.00046
2000s,SoulDecision Featuring Thrust,24,0.00046
2000s,Drake,24,0.00046
2000s,Gym Class Heroes Featuring Patrick Stump,24,0.00046
2000s,T-Pain Featuring Lil Wayne,24,0.00046
2000s,Chuck Wicks,24,0.00046
2000s,Jay Sean Featuring Lil Wayne,24,0.00046
2000s,Nelly Featuring Tim McGraw,24,0.00046
2000s,Cassidy Featuring R. Kelly,24,0.00046
2000s,Nappy Roots,24,0.00046
2000s,Fat Joe Featuring Lil Wayne,24,0.00046
2000s,N.O.R.E.,24,0.00046
2000s,Randy Houser,24,0.00046
2000s,Busta Rhymes & Mariah Carey Featuring The Flipmode Squad,24,0.00046
2000s,City High Featuring Eve,24,0.00046
2000s,Bubba Sparxxx Featuring Ying Yang Twins & Mr. ColliPark,24,0.00046
2000s,Sarah McLachlan,24,0.00046
2000s,Bow Wow Featuring Omarion,24,0.00046
2000s,M2M,24,0.00046
2000s,Dave Hollister,24,0.00046
2000s,Lil' Kim Featuring 50 Cent,24,0.00046
2000s,O.A.R.,24,0.00046
2000s,Young Jeezy Featuring Akon,24,0.00046
2000s,Patty Loveless,24,0.00046
2000s,Keyshia Cole Featuring Missy Elliott & Lil Kim,23,0.000441
2000s,Huey,23,0.000441
2000s,50 Cent Featuring Nate Dogg,23,0.000441
2000s,50 Cent Featuring Olivia,23,0.000441
2000s,Franz Ferdinand,23,0.000441
2000s,Bo Bice,23,0.000441
2000s,Billy Ray Cyrus With Miley Cyrus,23,0.000441
2000s,Lil' Kim,23,0.000441
2000s,Lil' Flip Featuring Lea,23,0.000441
2000s,Crazy Town,23,0.000441
2000s,Crossfade,23,0.000441
2000s,Fabolous Featuring Mike Shorey & Lil' Mo,23,0.000441
2000s,Ludacris Featuring Mystikal & Infamous 2.0,23,0.000441
2000s,Plies Featuring Akon,23,0.000441
2000s,Jay-Z Featuring Beyonce Knowles,23,0.000441
2000s,Three 6 Mafia Featuring Young Buck & Eightball & MJG,23,0.000441
2000s,The Wreckers,23,0.000441
2000s,Saliva,23,0.000441
2000s,Mario Featuring Gucci Mane & Sean Garrett,23,0.000441
2000s,Mandy Moore,23,0.000441
2000s,Jennifer Lopez Featuring Nas,23,0.000441
2000s,Fabolous Featuring The-Dream,23,0.000441
2000s,Evan And Jaron,23,0.000441
2000s,Ciara Featuring Ludacris,23,0.000441
2000s,P. Diddy Featuring Usher & Loon,23,0.000441
2000s,Pharrell Featuring Jay-Z,23,0.000441
2000s,Nappy Roots Featuring Anthony Hamilton,23,0.000441
2000s,A Perfect Circle,23,0.000441
2000s,"""Weird Al"" Yankovic",23,0.000441
2000s,Keri Hilson Featuring Lil Wayne,22,0.000421
2000s,Katharine McPhee,22,0.000421
2000s,Twista Featuring Kanye West & Jamie Foxx,22,0.000421
2000s,Trick Daddy Featuring Lil Jon & Twista,22,0.000421
2000s,Diddy Featuring Keyshia Cole,22,0.000421
2000s,Lil Wayne Featuring Bobby Valentino & Kidd Kidd,22,0.000421
2000s,Lloyd,22,0.000421
2000s,Lil Jon & The East Side Boyz Featuring Usher & Ludacris,22,0.000421
2000s,Akon Featuring Colby O'Donis & Kardinal Offishall,22,0.000421
2000s,Eric Church,22,0.000421
2000s,Eve Featuring Alicia Keys,22,0.000421
2000s,The Veronicas,22,0.000421
2000s,Plies Featuring Ne-Yo,22,0.000421
2000s,Shop Boyz,22,0.000421
2000s,Sean Paul Feat. Keyshia Cole,22,0.000421
2000s,Plies Featuring T-Pain,22,0.000421
2000s,Prince,22,0.000421
2000s,Case,22,0.000421
2000s,B2K & P. Diddy,22,0.000421
2000s,Paula DeAnda Featuring The DEY,22,0.000421
2000s,Jamie Foxx Featuring Ludacris,22,0.000421
2000s,T-Pain Featuring Akon,22,0.000421
2000s,Chad Kroeger Featuring Josey Scott,22,0.000421
2000s,"N.O.R.E. Featuring Daddy Yankee, Nina Sky, Gem Star & Big Mato",22,0.000421
2000s,Montell Jordan,22,0.000421
2000s,Fabolous Featuring Ne-Yo,21,0.000402
2000s,Everclear,21,0.000402
2000s,Corinne Bailey Rae,21,0.000402
2000s,Hellogoodbye,21,0.000402
2000s,Eminem Featuring Nate Dogg,21,0.000402
2000s,David Banner Featuring Chris Brown,21,0.000402
2000s,Lil Rob,21,0.000402
2000s,Lupe Fiasco Featuring Matthew Santos,21,0.000402
2000s,Eamon,21,0.000402
2000s,Keane,21,0.000402
2000s,Kanye West Featuring T-Pain,21,0.000402
2000s,Frankie J Featuring Baby Bash,21,0.000402
2000s,Destiny's Child Featuring T.I. & Lil Wayne,21,0.000402
2000s,Cherish Featuring Sean Paul Of The YoungBloodZ,21,0.000402
2000s,Nivea Featuring Lil Jon & YoungBloodZ,21,0.000402
2000s,Chingy Featuring Ludacris & Snoop Dogg,21,0.000402
2000s,"Cam'Ron Featuring Juelz Santana, Freekey Zekey & Toya",21,0.000402
2000s,Cam'Ron Featuring Juelz Santana,21,0.000402
2000s,Paulina Rubio,21,0.000402
2000s,Flo Rida Featuring will.i.am,21,0.000402
2000s,Jennifer Lopez Featuring LL Cool J,21,0.000402
2000s,Next,21,0.000402
2000s,R. Kelly Featuring Jay-Z,21,0.000402
2000s,Field Mob Featuring Ciara,21,0.000402
2000s,Bow Wow Featuring Chris Brown & Johnta Austin,21,0.000402
2000s,Rich Boy Featuring Polow Da Don,21,0.000402
2000s,Santana Featuring Chad Kroeger,21,0.000402
2000s,Bow Wow Featuring Ciara,21,0.000402
2000s,Seether Featuring Amy Lee,21,0.000402
2000s,Ingrid Michaelson,21,0.000402
2000s,Dr. Dre Featuring Snoop Dogg,21,0.000402
2000s,Vitamin C,21,0.000402
2000s,Young Money,20,0.000383
2000s,Young Jeezy Featuring R. Kelly,20,0.000383
2000s,'N Sync Featuring Nelly,20,0.000383
2000s,Ying Yang Twins Featuring Trick Daddy,20,0.000383
2000s,Ying Yang Twins Featuring Pitbull,20,0.000383
2000s,Wyclef Jean Featuring Claudette Ortiz,20,0.000383
2000s,Glenn Lewis,20,0.000383
2000s,Ginuwine Featuring Baby,20,0.000383
2000s,t.A.T.u.,20,0.000383
2000s,Willa Ford,20,0.000383
2000s,Westlife,20,0.000383
2000s,Webbie Featuring Bun B,20,0.000383
2000s,Vince Gill,20,0.000383
2000s,Alice Deejay,20,0.000383
2000s,Alan Jackson & Jimmy Buffett,20,0.000383
2000s,Kenny Rogers With Alison Krauss & Billy Dean,20,0.000383
2000s,Kenny Chesney With The Wailers,20,0.000383
2000s,Kenny Chesney & Uncle Kracker,20,0.000383
2000s,Kelly Rowland Featuring Eve,20,0.000383
2000s,Dr. Dre Featuring Eminem,20,0.000383
2000s,Down A.K.A. Kilo,20,0.000383
2000s,Dorrough,20,0.000383
2000s,Don Henley,20,0.000383
2000s,Dirty Vegas,20,0.000383
2000s,Young Jeezy Featuring Kanye West,20,0.000383
2000s,Young Gunz,20,0.000383
2000s,Young Dro Featuring T.I.,20,0.000383
2000s,Yolanda Adams,20,0.000383
2000s,50 Cent Featuring Justin Timberlake & Timbaland,20,0.000383
2000s,311,20,0.000383
2000s,Snoop Dogg Featuring Pharrell & Uncle Charlie Wilson,20,0.000383
2000s,Birdman & Lil Wayne,20,0.000383
2000s,Sister Hazel,20,0.000383
2000s,"Irv Gotti Presents The Inc. Featuring Ja Rule, Ashanti, Charli Baltimore & Vita",20,0.000383
2000s,Fort Minor Featuring Holly Brook,20,0.000383
2000s,Flyleaf,20,0.000383
2000s,Bone Crusher Featuring Killer Mike & T.I.,20,0.000383
2000s,Blu Cantrell Featuring Sean Paul,20,0.000383
2000s,Saving Jane,20,0.000383
2000s,Savage Featuring Soulja Boy Tell'em,20,0.000383
2000s,Sarina Paris,20,0.000383
2000s,Bow Wow Featuring T-Pain & Johnta Austin,20,0.000383
2000s,Bow Wow Featuring J-Kwon & Jermaine Dupri,20,0.000383
2000s,Ja Rule Featuring R. Kelly & Ashanti,20,0.000383
2000s,Ja Rule Featuring Christina Milian,20,0.000383
2000s,Sammie,20,0.000383
2000s,S Club 7,20,0.000383
2000s,Rupee,20,0.000383
2000s,Brooks & Dunn Featuring Reba McEntire,20,0.000383
2000s,Brooke Valentine Featuring Lil Jon & Big Boi,20,0.000383
2000s,Brad Paisley Featuring Dolly Parton,20,0.000383
2000s,Rihanna & Sean Paul,20,0.000383
2000s,Ricky Martin Duet With Christina Aguilera,20,0.000383
2000s,Rick Ross Featuring T-Pain,20,0.000383
2000s,Rehab,20,0.000383
2000s,Randy Travis,20,0.000383
2000s,R. Kelly Or Bow Wow (Featuring T.I. & T-Pain),20,0.000383
2000s,Busta Rhymes Featuring Spliff Star,20,0.000383
2000s,Busta Rhymes Featuring P. Diddy & Pharrell,20,0.000383
2000s,Bubba Sparxxx,20,0.000383
2000s,Jaheim Featuring Tha Rayne,20,0.000383
2000s,Jaheim Featuring Next,20,0.000383
2000s,Jadakiss Featuring Anthony Hamilton,20,0.000383
2000s,Filter,20,0.000383
2000s,Field Mob,20,0.000383
2000s,R. Kelly Duet With Usher,20,0.000383
2000s,QB Finest Featuring Nas & Bravehearts,20,0.000383
2000s,Profyle,20,0.000383
2000s,Playaz Circle Featuring Lil Wayne,20,0.000383
2000s,Faith Evans Featuring Carl Thomas,20,0.000383
2000s,Jason Mraz & Colbie Caillat,20,0.000383
2000s,James Otto,20,0.000383
2000s,Phil Collins,20,0.000383
2000s,OutKast Featuring Killer Mike,20,0.000383
2000s,Our Lady Peace,20,0.000383
2000s,Azul Azul,20,0.000383
2000s,Teena Marie Featuring Baby,20,0.000383
2000s,Teddy Geiger,20,0.000383
2000s,Tanto Metro & Devonte,20,0.000383
2000s,T-Pain Featuring Mike Jones,20,0.000383
2000s,Floetry,20,0.000383
2000s,Flobots,20,0.000383
2000s,Hurricane Chris,20,0.000383
2000s,"Houston Featuring Chingy, Nate Dogg & I-20",20,0.000383
2000s,Baha Men,20,0.000383
2000s,Sunshine Anderson,20,0.000383
2000s,Styles,20,0.000383
2000s,Steve Azar,20,0.000383
2000s,Chad Brock,20,0.000383
2000s,Cassidy Featuring Swizz Beatz,20,0.000383
2000s,OK Go,20,0.000383
2000s,No Doubt Featuring Bounty Killer,20,0.000383
2000s,Jay-Z & T.I. Featuring Kanye West & Lil Wayne,20,0.000383
2000s,Fat Joe Featuring R. Kelly,20,0.000383
2000s,Fat Joe Featuring Nelly,20,0.000383
2000s,Nirvana,20,0.000383
2000s,Nick Cannon Featuring R. Kelly,20,0.000383
2000s,Chamillionaire Featuring Lil' Flip,20,0.000383
2000s,New Boyz,20,0.000383
2000s,"Nelly Featuring Kyjuan, Ali & Murphy Lee",20,0.000383
2000s,Nelly Featuring Jaheim,20,0.000383
2000s,Ne-Yo Featuring Jamie Foxx & Fabolous,20,0.000383
2000s,Naughty By Nature Featuring 3LW,20,0.000383
2000s,Natasha Bedingfield Featuring Sean Kingston,20,0.000383
2000s,Natalie,20,0.000383
2000s,Chris Brown Featuring Lil Wayne,20,0.000383
2000s,Chris Brown Featuring Jay Biz,20,0.000383
2000s,Chingy Featuring Tyrese,20,0.000383
2000s,Jesse McCartney Featuring Ludacris,20,0.000383
2000s,Jermaine Dupri & Ludacris,20,0.000383
2000s,Jennifer Lopez Featuring Styles & Jadakiss,20,0.000383
2000s,Jay-Z/Linkin Park,20,0.000383
2000s,"Jay-Z, Rihanna & Kanye West",20,0.000383
2000s,Jay-Z Featuring UGK,20,0.000383
2000s,Chingy Featuring J. Weav,20,0.000383
2000s,Mystikal Featuring Nivea,20,0.000383
2000s,Murphy Lee Featuring Jermaine Dupri,20,0.000383
2000s,Ciara Featuring Chamillionaire,20,0.000383
2000s,"Christina Aguilera, Lil' Kim, Mya & P!nk",20,0.000383
2000s,Christina Aguilera Featuring Redman,20,0.000383
2000s,Jibbs,20,0.000383
2000s,Jessica Andrews,20,0.000383
2000s,Fabolous Featuring Nate Dogg,20,0.000383
2000s,Fabolous Featuring Jermaine Dupri,20,0.000383
2000s,Christina Aguilera Featuring Lil' Kim,20,0.000383
2000s,Mobb Deep,20,0.000383
2000s,"Missy ""Misdemeanor"" Elliott Featuring Ludacris",20,0.000383
2000s,"Missy ""Misdemeanor"" Elliott Featuring Ginuwine & Tweet",20,0.000383
2000s,Michael Franti & Spearhead Featuring Cherine Anderson,20,0.000383
2000s,Clint Black With Steve Wariner,20,0.000383
2000s,Clay Davidson,20,0.000383
2000s,Jo Dee Messina With Tim McGraw,20,0.000383
2000s,Eve 6,20,0.000383
2000s,Erick Sermon Featuring Marvin Gaye,20,0.000383
2000s,Eric Heatherly,20,0.000383
2000s,Enur Featuring Natasja,20,0.000383
2000s,Jim Jones & Ron Browz Featuring Juelz Santana,20,0.000383
2000s,Matt Nathanson,20,0.000383
2000s,"Mary Mary Featuring Kierra ""KiKi"" Sheard",20,0.000383
2000s,Mary Mary,20,0.000383
2000s,Too Short Featuring Lil Jon & The East Side Boyz,20,0.000383
